Sun Apr 22 11:28:09 2018

Number of Points = 2995
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
267.862231	10180.070110	12.326771	-0.051370	5.483805
267.630782	10168.985362	12.331776	-0.051325	5.480865
267.669521	10157.999009	12.336781	-0.051330	5.477961
267.453317	10147.044236	12.341786	-0.051288	5.475053
267.346334	10135.972196	12.346791	-0.051266	5.472117
267.177229	10125.007838	12.351795	-0.051233	5.469206
267.306175	10113.978939	12.356800	-0.051255	5.466288
267.017433	10102.946429	12.361805	-0.051199	5.463350
267.037032	10091.948940	12.366810	-0.051201	5.460433
266.699514	10080.924527	12.371815	-0.051136	5.457492
266.611425	10069.953659	12.376819	-0.051118	5.454574
266.569688	10058.932031	12.381824	-0.051109	5.451643
266.499030	10047.895144	12.386829	-0.051093	5.448706
266.287321	10036.931341	12.391834	-0.051052	5.445780
266.322227	10025.894292	12.396839	-0.051057	5.442843
266.084101	10014.850650	12.401843	-0.051011	5.439892
266.190508	10003.851591	12.406848	-0.051028	5.436965
265.795431	9992.857038	12.411853	-0.050953	5.434017
265.729100	9981.848550	12.416858	-0.050939	5.431077
265.568645	9970.837865	12.421863	-0.050907	5.428131
265.484913	9959.811521	12.426867	-0.050890	5.425183
265.264185	9948.841438	12.431872	-0.050847	5.422242
265.373879	9937.781848	12.436877	-0.050865	5.419289
265.147164	9926.792200	12.441882	-0.050821	5.416340
265.031764	9915.769587	12.446887	-0.050798	5.413384
264.837627	9904.810198	12.451891	-0.050760	5.410441
264.801725	9893.723897	12.456896	-0.050751	5.407469
264.500071	9882.750068	12.461901	-0.050693	5.404514
264.560272	9871.760365	12.466906	-0.050702	5.401568
264.265272	9860.716330	12.471911	-0.050646	5.398591
264.290283	9849.737522	12.476915	-0.050648	5.395644
263.982033	9838.668609	12.481920	-0.050589	5.392656
264.008047	9827.711070	12.486925	-0.050592	5.389712
263.866706	9816.710600	12.491930	-0.050564	5.386746
263.639457	9805.677173	12.496935	-0.050520	5.383767
263.525685	9794.679856	12.501939	-0.050497	5.380800
263.477389	9783.684747	12.506944	-0.050486	5.377835
263.259414	9772.610538	12.511949	-0.050443	5.374840
263.131330	9761.601708	12.516954	-0.050417	5.371865
262.878179	9750.656975	12.521959	-0.050368	5.368900
262.938003	9739.624453	12.526963	-0.050378	5.365923
262.694212	9728.605040	12.531968	-0.050330	5.362935
262.580364	9717.551633	12.536973	-0.050307	5.359941
262.434852	9706.604426	12.541978	-0.050278	5.356974
262.424025	9695.576099	12.546983	-0.050274	5.353988
262.291970	9684.576711	12.551987	-0.050248	5.351004
262.358104	9673.529289	12.556992	-0.050258	5.348014
262.019808	9662.549633	12.561997	-0.050194	5.345021
261.897369	9651.535110	12.567002	-0.050169	5.342028
261.712479	9640.509868	12.572007	-0.050133	5.339027
261.681977	9629.533612	12.577011	-0.050125	5.336045
261.418542	9618.483800	12.582016	-0.050074	5.333030
261.504732	9607.502347	12.587021	-0.050088	5.330049
261.254506	9596.465256	12.592026	-0.050040	5.327035
261.187401	9585.497207	12.597031	-0.050025	5.324047
260.914632	9574.414834	12.602035	-0.049973	5.321016
260.887866	9563.454693	12.607040	-0.049966	5.318028
260.732440	9552.451936	12.612045	-0.049935	5.315021
260.629870	9541.400623	12.617050	-0.049914	5.312001
260.630911	9530.468098	12.622055	-0.049912	5.309017
260.584733	9519.373910	12.627059	-0.049902	5.305985
260.361051	9508.367158	12.632064	-0.049858	5.302967
260.247238	9497.411651	12.637069	-0.049835	5.299966
260.027586	9486.362211	12.642074	-0.049792	5.296933
259.953273	9475.387397	12.647079	-0.049777	5.293925
259.778175	9464.354436	12.652083	-0.049742	5.290895
259.714852	9453.328855	12.657088	-0.049729	5.287870
259.519013	9442.339688	12.662093	-0.049690	5.284847
259.430943	9431.322094	12.667098	-0.049672	5.281820
259.241969	9420.314984	12.672103	-0.049635	5.278789
259.157255	9409.273234	12.677107	-0.049617	5.275752
258.864303	9398.306446	12.682112	-0.049561	5.272724
258.945726	9387.265232	12.687117	-0.049574	5.269692
258.733675	9376.275475	12.692122	-0.049533	5.266657
258.640152	9365.254174	12.697127	-0.049513	5.263618
258.337837	9354.232210	12.702131	-0.049455	5.260567
258.319855	9343.250047	12.707136	-0.049450	5.257539
258.139244	9332.221732	12.712141	-0.049414	5.254489
258.146869	9321.236465	12.717146	-0.049414	5.251457
257.921199	9310.197523	12.722151	-0.049370	5.248398
257.742289	9299.226839	12.727155	-0.049335	5.245358
257.514753	9288.138142	12.732160	-0.049291	5.242282
257.488084	9277.185885	12.737165	-0.049284	5.239251
257.358999	9266.180609	12.742170	-0.049258	5.236198
257.451429	9255.123878	12.747175	-0.049273	5.233141
257.161904	9244.140259	12.752179	-0.049217	5.230083
256.869921	9233.123186	12.757184	-0.049161	5.227014
256.728374	9222.145162	12.762189	-0.049133	5.223961
256.816591	9211.103859	12.767194	-0.049147	5.220901
256.546559	9200.092498	12.772199	-0.049095	5.217828
256.617908	9189.104285	12.777203	-0.049107	5.214778
256.266244	9178.060401	12.782208	-0.049039	5.211689
256.287170	9167.074172	12.787213	-0.049041	5.208634
256.161802	9156.077415	12.792218	-0.049016	5.205566
256.126252	9145.005795	12.797223	-0.049008	5.202479
255.780023	9134.062715	12.802227	-0.048941	5.199411
255.653826	9123.001975	12.807232	-0.048916	5.196320
255.664313	9112.041293	12.812237	-0.048916	5.193262
255.534728	9100.984351	12.817242	-0.048890	5.190168
255.445172	9090.010479	12.822247	-0.048871	5.187097
255.344355	9078.963759	12.827251	-0.048851	5.184003
255.001913	9067.985195	12.832256	-0.048785	5.180914
254.873244	9056.957035	12.837261	-0.048759	5.177821
254.878610	9046.000913	12.842266	-0.048758	5.174752
254.772151	9034.929547	12.847271	-0.048737	5.171644
254.543435	9023.921092	12.852275	-0.048692	5.168545
254.518184	9012.913673	12.857280	-0.048686	5.165455
254.319445	9001.913061	12.862285	-0.048647	5.162356
254.157051	8990.846840	12.867290	-0.048615	5.159239
253.878510	8979.924679	12.872295	-0.048561	5.156154
254.022209	8968.858913	12.877299	-0.048586	5.153049
253.727538	8957.879978	12.882304	-0.048529	5.149944
253.654653	8946.840589	12.887309	-0.048514	5.146831
253.524582	8935.877428	12.892314	-0.048487	5.143735
253.364613	8924.826986	12.897319	-0.048456	5.140611
252.951988	8913.802444	12.902323	-0.048377	5.137479
252.980496	8902.842790	12.907328	-0.048381	5.134386
252.817526	8891.802330	12.912333	-0.048348	5.131259
252.780606	8880.790017	12.917338	-0.048340	5.128145
252.620070	8869.809073	12.922343	-0.048308	5.125030
252.724495	8858.691726	12.927347	-0.048325	5.121890
252.532506	8847.762311	12.932352	-0.048288	5.118785
252.298900	8836.763910	12.937357	-0.048242	5.115656
252.093874	8825.727296	12.942362	-0.048202	5.112516
251.993448	8814.735840	12.947367	-0.048182	5.109392
251.956838	8803.729014	12.952371	-0.048173	5.106266
251.945475	8792.685638	12.957376	-0.048169	5.103129
251.609666	8781.736878	12.962381	-0.048105	5.099998
251.581665	8770.699421	12.967386	-0.048097	5.096858
251.382667	8759.641536	12.972391	-0.048059	5.093700
251.412122	8748.679027	12.977395	-0.048062	5.090581
251.053464	8737.650626	12.982400	-0.047993	5.087419
251.157404	8726.653317	12.987405	-0.048011	5.084289
250.865268	8715.630364	12.992410	-0.047955	5.081128
250.994100	8704.663654	12.997415	-0.047977	5.078005
250.745157	8693.602492	13.002419	-0.047928	5.074832
250.698608	8682.591864	13.007424	-0.047918	5.071683
250.410818	8671.632053	13.012429	-0.047862	5.068532
250.371988	8660.561749	13.017434	-0.047853	5.065362
250.234194	8649.582140	13.022439	-0.047826	5.062210
250.193457	8638.583849	13.027443	-0.047816	5.059057
249.881686	8627.547840	13.032448	-0.047756	5.055875
249.988932	8616.549515	13.037453	-0.047774	5.052726
249.645660	8605.534959	13.042458	-0.047709	5.049545
249.687853	8594.530670	13.047463	-0.047715	5.046386
249.548536	8583.525760	13.052467	-0.047687	5.043215
249.443667	8572.491739	13.057472	-0.047665	5.040036
249.095632	8561.491373	13.062477	-0.047599	5.036850
249.010942	8550.478338	13.067482	-0.047581	5.033674
248.910997	8539.478604	13.072487	-0.047561	5.030498
248.903750	8528.464144	13.077491	-0.047557	5.027322
248.623367	8517.442001	13.082496	-0.047503	5.024126
248.440474	8506.439995	13.087501	-0.047467	5.020939
248.461544	8495.413954	13.092506	-0.047469	5.017755
248.340001	8484.448351	13.097511	-0.047445	5.014578
248.118271	8473.378290	13.102515	-0.047402	5.011363
248.076899	8462.384859	13.107520	-0.047392	5.008178
247.885218	8451.383492	13.112525	-0.047355	5.004981
247.981479	8440.378551	13.117530	-0.047371	5.001797
247.706628	8429.358714	13.122535	-0.047318	4.998585
247.552140	8418.362660	13.127539	-0.047287	4.995385
247.368564	8407.334520	13.132544	-0.047251	4.992172
247.293564	8396.311976	13.137549	-0.047235	4.988964
247.153522	8385.378498	13.142554	-0.047207	4.985777
247.256986	8374.304915	13.147559	-0.047224	4.982562
246.995494	8363.279591	13.152563	-0.047174	4.979336
246.949059	8352.286250	13.157568	-0.047163	4.976131
246.589792	8341.316890	13.162573	-0.047095	4.972912
246.465149	8330.249070	13.167578	-0.047069	4.969676
246.334442	8319.266777	13.172583	-0.047043	4.966462
246.305301	8308.240910	13.177587	-0.047036	4.963240
245.984471	8297.239500	13.182592	-0.046974	4.960005
246.013491	8286.239610	13.187597	-0.046978	4.956790
245.933605	8275.195714	13.192602	-0.046961	4.953553
245.809303	8264.235410	13.197607	-0.046936	4.950336
245.792236	8253.202632	13.202611	-0.046931	4.947102
245.546144	8242.176621	13.207616	-0.046883	4.943854
245.435951	8231.168140	13.212621	-0.046861	4.940617
245.244051	8220.174356	13.217626	-0.046823	4.937377
245.081297	8209.154249	13.222631	-0.046791	4.934129
245.028450	8198.146224	13.227635	-0.046779	4.930890
244.861021	8187.157703	13.232640	-0.046746	4.927646
244.679676	8176.102057	13.237645	-0.046711	4.924381
244.453295	8165.119445	13.242650	-0.046667	4.921131
244.374984	8154.101592	13.247655	-0.046650	4.917878
244.227074	8143.113091	13.252659	-0.046621	4.914628
244.093713	8132.081335	13.257664	-0.046594	4.911363
244.005373	8121.098258	13.262669	-0.046576	4.908113
243.920798	8110.047816	13.267674	-0.046558	4.904842
243.574948	8099.039866	13.272679	-0.046492	4.901564
243.657114	8088.042981	13.277683	-0.046505	4.898315
243.379693	8077.022955	13.282688	-0.046452	4.895033
243.218931	8066.031096	13.287693	-0.046420	4.891766
243.056041	8055.015580	13.292698	-0.046388	4.888488
242.872096	8043.989958	13.297703	-0.046351	4.885205
242.674552	8032.999998	13.302707	-0.046313	4.881928
242.682250	8021.967553	13.307712	-0.046312	4.878650
242.527820	8010.965546	13.312717	-0.046282	4.875369
242.430836	7999.943062	13.317722	-0.046262	4.872083
242.210020	7988.956661	13.322727	-0.046219	4.868797
242.234831	7977.940955	13.327731	-0.046222	4.865516
241.944196	7966.939591	13.332736	-0.046166	4.862217
241.956396	7955.917496	13.337741	-0.046166	4.858929
241.599690	7944.904821	13.342746	-0.046098	4.855618
241.488103	7933.899373	13.347751	-0.046075	4.852322
241.435313	7922.885678	13.352755	-0.046063	4.849026
241.424545	7911.850623	13.357760	-0.046059	4.845723
241.187401	7900.875159	13.362765	-0.046013	4.842422
241.290384	7889.863942	13.367770	-0.046031	4.839129
241.070183	7878.838591	13.372775	-0.045988	4.835809
241.004416	7867.817622	13.377779	-0.045974	4.832498
240.652550	7856.844603	13.382784	-0.045906	4.829181
240.797909	7845.797147	13.387789	-0.045931	4.825871
240.321837	7834.814726	13.392794	-0.045841	4.822538
240.408781	7823.813869	13.397799	-0.045855	4.819234
240.227212	7812.772390	13.402803	-0.045819	4.815898
240.195869	7801.772127	13.407808	-0.045812	4.812582
239.925920	7790.756175	13.412813	-0.045760	4.809243
239.759461	7779.768818	13.417818	-0.045727	4.805917
239.509514	7768.768247	13.422823	-0.045678	4.802579
239.454905	7757.710851	13.427827	-0.045666	4.799235
239.324305	7746.725424	13.432832	-0.045640	4.795905
239.282785	7735.722921	13.437837	-0.045630	4.792574
239.151241	7724.684068	13.442842	-0.045604	4.789223
239.138373	7713.676243	13.447847	-0.045600	4.785887
238.950912	7702.677701	13.452851	-0.045563	4.782540
238.806389	7691.685708	13.457856	-0.045534	4.779195
238.587942	7680.664475	13.462861	-0.045492	4.775834
238.479132	7669.636037	13.467866	-0.045470	4.772476
238.173773	7658.669455	13.472871	-0.045411	4.769121
238.120740	7647.609447	13.477875	-0.045399	4.765753
237.992577	7636.654017	13.482880	-0.045373	4.762408
237.988927	7625.583296	13.487885	-0.045371	4.759035
237.650638	7614.595302	13.492890	-0.045306	4.755662
237.571955	7603.582765	13.497895	-0.045289	4.752296
237.210006	7592.565999	13.502899	-0.045220	4.748908
237.275417	7581.588020	13.507904	-0.045230	4.745558
237.128351	7570.566532	13.512909	-0.045201	4.742178
237.161175	7559.540038	13.517914	-0.045205	4.738806
236.832118	7548.555069	13.522919	-0.045142	4.735419
236.827722	7537.522213	13.527923	-0.045139	4.732038
236.688214	7526.525757	13.532928	-0.045112	4.728657
236.680493	7515.486082	13.537933	-0.045108	4.725268
236.351308	7504.497725	13.542938	-0.045045	4.721871
236.265888	7493.480479	13.547943	-0.045027	4.718479
236.027359	7482.498908	13.552947	-0.044981	4.715085
235.818007	7471.432591	13.557952	-0.044940	4.711665
235.794353	7460.455783	13.562957	-0.044934	4.708282
235.698892	7449.458708	13.567962	-0.044914	4.704886
235.614484	7438.451943	13.572967	-0.044897	4.701485
235.528452	7427.389878	13.577971	-0.044879	4.698065
235.251933	7416.439166	13.582976	-0.044825	4.694663
235.315913	7405.395306	13.587981	-0.044835	4.691254
234.999693	7394.401313	13.592986	-0.044775	4.687830
235.081033	7383.363519	13.597991	-0.044788	4.684419
234.770614	7372.393650	13.602995	-0.044728	4.680999
234.784904	7361.352169	13.608000	-0.044729	4.677577
234.415998	7350.340788	13.613005	-0.044658	4.674134
234.348184	7339.346638	13.618010	-0.044644	4.670716
234.266277	7328.331707	13.623015	-0.044627	4.667288
234.213447	7317.332247	13.628019	-0.044615	4.663864
234.198785	7306.307982	13.633024	-0.044610	4.660432
233.973445	7295.280636	13.638029	-0.044567	4.656982
233.763790	7284.309060	13.643034	-0.044526	4.653548
233.641647	7273.261325	13.648039	-0.044501	4.650094
233.659791	7262.249191	13.653043	-0.044502	4.646658
233.337348	7251.260720	13.658048	-0.044441	4.643203
233.226669	7240.239181	13.663053	-0.044418	4.639750
233.170382	7229.234157	13.668058	-0.044406	4.636304
232.829094	7218.229346	13.673063	-0.044340	4.632834
232.675938	7207.212824	13.678067	-0.044310	4.629372
232.442738	7196.201557	13.683072	-0.044265	4.625902
232.435369	7185.204318	13.688077	-0.044261	4.622452
232.376411	7174.193646	13.693082	-0.044249	4.618990
232.116769	7163.180968	13.698087	-0.044198	4.615511
231.905709	7152.171282	13.703091	-0.044157	4.612033
232.029183	7141.157460	13.708096	-0.044178	4.608576
231.778559	7130.151123	13.713101	-0.044130	4.605092
231.717617	7119.104418	13.718106	-0.044116	4.601606
231.501940	7108.148344	13.723111	-0.044074	4.598134
231.384526	7097.119041	13.728115	-0.044051	4.594644
231.132772	7086.115328	13.733120	-0.044002	4.591149
231.039556	7075.075537	13.738125	-0.043983	4.587652
230.774779	7064.108799	13.743130	-0.043932	4.584163
230.628291	7053.087888	13.748135	-0.043902	4.580662
230.565877	7042.071185	13.753139	-0.043889	4.577167
230.520912	7031.023342	13.758144	-0.043879	4.573660
230.212520	7020.072665	13.763149	-0.043819	4.570162
230.162240	7009.014671	13.768154	-0.043808	4.566646
230.052693	6998.015791	13.773159	-0.043786	4.563142
229.759660	6986.997926	13.778163	-0.043729	4.559615
229.695788	6976.023854	13.783168	-0.043716	4.556117
229.600805	6964.993265	13.788173	-0.043696	4.552596
229.578759	6953.982073	13.793178	-0.043690	4.549083
229.530637	6942.971030	13.798183	-0.043679	4.545566
229.166928	6931.956904	13.803187	-0.043610	4.542021
229.056411	6920.930394	13.808192	-0.043587	4.538489
229.004745	6909.974399	13.813197	-0.043576	4.534981
229.008710	6898.922739	13.818202	-0.043574	4.531444
228.768250	6887.905001	13.823207	-0.043528	4.527896
228.586693	6876.904144	13.828211	-0.043492	4.524356
228.601908	6865.910801	13.833216	-0.043493	4.520830
228.365187	6854.878600	13.838221	-0.043447	4.517269
228.098876	6843.898441	13.843226	-0.043396	4.513720
228.009985	6832.835231	13.848231	-0.043377	4.510156
227.775127	6821.882499	13.853235	-0.043332	4.506612
227.649148	6810.840185	13.858240	-0.043306	4.503046
227.709671	6799.843252	13.863245	-0.043316	4.499506
227.482938	6788.845193	13.868250	-0.043272	4.495940
227.342749	6777.794157	13.873255	-0.043244	4.492361
227.315462	6766.803436	13.878259	-0.043237	4.488807
227.028651	6755.808208	13.883264	-0.043181	4.485229
226.988255	6744.783343	13.888269	-0.043172	4.481657
227.033278	6733.782805	13.893274	-0.043178	4.478098
226.938088	6722.749606	13.898279	-0.043159	4.474514
226.636541	6711.773543	13.903283	-0.043101	4.470929
226.473488	6700.737577	13.908288	-0.043069	4.467333
226.421326	6689.753205	13.913293	-0.043057	4.463759
226.224965	6678.734819	13.918298	-0.043018	4.460160
225.952333	6667.699393	13.923303	-0.042966	4.456546
225.811648	6656.699662	13.928307	-0.042938	4.452952
225.586039	6645.732017	13.933312	-0.042894	4.449358
225.529546	6634.643182	13.938317	-0.042882	4.445736
225.296532	6623.682106	13.943322	-0.042836	4.442138
225.298124	6612.669463	13.948327	-0.042835	4.438539
225.210424	6601.649958	13.953331	-0.042816	4.434928
225.069616	6590.640427	13.958336	-0.042788	4.431313
224.824022	6579.641542	13.963341	-0.042741	4.427689
224.817109	6568.634667	13.968346	-0.042738	4.424080
224.570099	6557.607826	13.973351	-0.042690	4.420441
224.485788	6546.609118	13.978355	-0.042672	4.416822
224.291164	6535.612197	13.983360	-0.042634	4.413192
224.208505	6524.587654	13.988365	-0.042617	4.409558
223.942849	6513.581579	13.993370	-0.042565	4.405913
223.937495	6502.535959	13.998375	-0.042562	4.402273
223.633639	6491.560955	14.003379	-0.042504	4.398628
223.715471	6480.529550	14.008384	-0.042517	4.394994
223.455806	6469.567520	14.013389	-0.042467	4.391351
223.429385	6458.523366	14.018394	-0.042460	4.387698
223.230367	6447.485226	14.023399	-0.042421	4.384029
223.227423	6436.523348	14.028403	-0.042419	4.380399
222.930884	6425.496729	14.033408	-0.042362	4.376719
222.863651	6414.471823	14.038413	-0.042347	4.373056
222.568358	6403.459093	14.043418	-0.042291	4.369375
222.488853	6392.455084	14.048423	-0.042274	4.365712
222.350714	6381.480099	14.053427	-0.042246	4.362051
222.367848	6370.428636	14.058432	-0.042248	4.358374
222.135824	6359.422414	14.063437	-0.042203	4.354688
222.107329	6348.433234	14.068442	-0.042195	4.351022
221.863848	6337.418933	14.073447	-0.042148	4.347325
221.812010	6326.398413	14.078451	-0.042137	4.343641
221.610175	6315.398001	14.083456	-0.042097	4.339946
221.460780	6304.397295	14.088461	-0.042067	4.336253
221.223653	6293.351421	14.093466	-0.042021	4.332534
221.248628	6282.356280	14.098471	-0.042024	4.328852
221.007210	6271.379080	14.103475	-0.041977	4.325149
220.935942	6260.322676	14.108480	-0.041962	4.321432
220.758197	6249.340670	14.113485	-0.041927	4.317726
220.830617	6238.330052	14.118490	-0.041939	4.314030
220.499382	6227.293024	14.123495	-0.041875	4.310287
220.432494	6216.317347	14.128499	-0.041861	4.306584
220.274870	6205.282291	14.133504	-0.041830	4.302849
220.035507	6194.269057	14.138509	-0.041783	4.299112
219.889472	6183.293840	14.143514	-0.041754	4.295392
219.913236	6172.249608	14.148519	-0.041757	4.291661
219.686568	6161.238206	14.153523	-0.041713	4.287916
219.459491	6150.243167	14.158528	-0.041669	4.284173
219.367395	6139.238096	14.163533	-0.041649	4.280435
219.378714	6128.231141	14.168538	-0.041650	4.276702
219.245888	6117.189031	14.173543	-0.041623	4.272941
218.908281	6106.201567	14.178547	-0.041558	4.269177
218.765113	6095.218613	14.183552	-0.041530	4.265429
218.874183	6084.153095	14.188557	-0.041548	4.261672
218.654391	6073.192500	14.193562	-0.041505	4.257918
218.331488	6062.138203	14.198567	-0.041443	4.254119
218.249229	6051.160973	14.203571	-0.041426	4.250365
218.207249	6040.146277	14.208576	-0.041417	4.246598
218.009459	6029.113433	14.213581	-0.041378	4.242808
217.877003	6018.122465	14.218586	-0.041351	4.239034
217.636465	6007.130093	14.223591	-0.041305	4.235247
217.475196	5996.093849	14.228595	-0.041273	4.231448
217.451642	5985.095452	14.233600	-0.041266	4.227672
217.336707	5974.079530	14.238605	-0.041243	4.223878
217.243935	5963.095810	14.243610	-0.041224	4.220093
216.905911	5952.052565	14.248615	-0.041159	4.216262
216.977203	5941.042192	14.253619	-0.041171	4.212477
216.790475	5930.017660	14.258624	-0.041134	4.208659
216.482382	5919.056692	14.263629	-0.041075	4.204849
216.534800	5908.004432	14.268634	-0.041083	4.201037
216.442941	5897.025381	14.273639	-0.041064	4.197233
216.165749	5885.986350	14.278643	-0.041010	4.193388
216.025266	5875.020809	14.283648	-0.040982	4.189578
216.064666	5863.975354	14.288653	-0.040987	4.185753
215.732758	5852.954917	14.293658	-0.040924	4.181899
215.565166	5841.959744	14.298663	-0.040891	4.178065
215.416204	5830.959876	14.303667	-0.040861	4.174228
215.310704	5819.953072	14.308672	-0.040840	4.170388
215.098722	5808.934328	14.313677	-0.040798	4.166531
214.997288	5797.914708	14.318682	-0.040777	4.162681
214.884384	5786.914750	14.323687	-0.040755	4.158833
214.783864	5775.885945	14.328691	-0.040734	4.154972
214.580183	5764.895610	14.333696	-0.040694	4.151112
214.407125	5753.882331	14.338701	-0.040660	4.147242
214.145111	5742.894876	14.343706	-0.040609	4.143370
214.079452	5731.842817	14.348711	-0.040595	4.139490
213.976820	5720.868226	14.353715	-0.040574	4.135630
213.950042	5709.840511	14.358720	-0.040567	4.131755
213.728191	5698.826105	14.363725	-0.040524	4.127862
213.592711	5687.827809	14.368730	-0.040497	4.123979
213.297384	5676.809521	14.373735	-0.040440	4.120070
213.375269	5665.803624	14.378739	-0.040453	4.116199
213.097988	5654.788293	14.383744	-0.040399	4.112285
213.090375	5643.785251	14.388749	-0.040396	4.108399
212.796151	5632.779113	14.393754	-0.040339	4.104479
212.679232	5621.754104	14.398759	-0.040316	4.100567
212.597676	5610.768692	14.403763	-0.040299	4.096668
212.396682	5599.712475	14.408768	-0.040259	4.092729
212.226527	5588.735900	14.413773	-0.040226	4.088817
211.979577	5577.714868	14.418778	-0.040178	4.084878
211.939139	5566.706068	14.423783	-0.040169	4.080960
211.827173	5555.712871	14.428787	-0.040146	4.077036
211.612678	5544.701099	14.433792	-0.040104	4.073092
211.555935	5533.678932	14.438797	-0.040092	4.069156
211.304507	5522.677238	14.443802	-0.040043	4.065204
211.351644	5511.647562	14.448807	-0.040050	4.061268
211.206939	5500.680458	14.453811	-0.040021	4.057332
210.953324	5489.620375	14.458816	-0.039972	4.053347
210.988575	5478.620161	14.463821	-0.039977	4.049409
210.877856	5467.625467	14.468826	-0.039954	4.045455
210.569359	5456.647633	14.473831	-0.039895	4.041482
210.479702	5445.563748	14.478835	-0.039876	4.037490
210.343325	5434.610743	14.483840	-0.039849	4.033536
210.123329	5423.577770	14.488845	-0.039806	4.029540
209.982223	5412.578689	14.493850	-0.039778	4.025561
209.903425	5401.563495	14.498855	-0.039761	4.021579
209.731065	5390.560668	14.503859	-0.039727	4.017588
209.719113	5379.541658	14.508864	-0.039723	4.013603
209.357006	5368.552590	14.513869	-0.039654	4.009589
209.313522	5357.506892	14.518874	-0.039644	4.005583
209.016586	5346.523563	14.523879	-0.039587	4.001570
209.050467	5335.488463	14.528883	-0.039591	3.997567
208.864788	5324.492475	14.533888	-0.039555	3.993553
208.662587	5313.490101	14.538893	-0.039515	3.989530
208.605312	5302.475691	14.543898	-0.039503	3.985514
208.426897	5291.441921	14.548903	-0.039468	3.981474
208.229943	5280.479535	14.553907	-0.039429	3.977454
208.120148	5269.439402	14.558912	-0.039407	3.973411
207.979661	5258.438161	14.563917	-0.039379	3.969374
207.850888	5247.421851	14.568922	-0.039353	3.965330
207.676139	5236.408780	14.573927	-0.039318	3.961277
207.650309	5225.417141	14.578931	-0.039312	3.957244
207.332452	5214.393976	14.583936	-0.039251	3.953164
207.265534	5203.395210	14.588941	-0.039236	3.949115
206.997279	5192.391095	14.593946	-0.039185	3.945039
207.066475	5181.351329	14.598951	-0.039196	3.940981
206.911328	5170.372352	14.603955	-0.039165	3.936918
206.625970	5159.326590	14.608960	-0.039110	3.932812
206.635485	5148.340002	14.613965	-0.039110	3.928755
206.468145	5137.314658	14.618970	-0.039077	3.924661
206.199113	5126.327049	14.623975	-0.039025	3.920565
206.164997	5115.291462	14.628979	-0.039016	3.916472
205.954321	5104.317842	14.633984	-0.038975	3.912379
205.884207	5093.288159	14.638989	-0.038960	3.908276
205.812801	5082.264615	14.643994	-0.038945	3.904171
205.508043	5071.259442	14.648999	-0.038887	3.900043
205.321696	5060.288645	14.654003	-0.038850	3.895937
205.266621	5049.225178	14.659008	-0.038838	3.891805
204.971560	5038.242742	14.664013	-0.038781	3.887674
204.892226	5027.225053	14.669018	-0.038764	3.883548
204.888646	5016.242852	14.674023	-0.038762	3.879439
204.556077	5005.188655	14.679027	-0.038698	3.875263
204.584703	4994.201421	14.684032	-0.038701	3.871148
204.438395	4983.197358	14.689037	-0.038672	3.867002
204.153926	4972.181853	14.694042	-0.038618	3.862832
204.149544	4961.160853	14.699047	-0.038615	3.858687
203.921959	4950.175952	14.704051	-0.038571	3.854526
203.763507	4939.128934	14.709056	-0.038539	3.850344
203.614304	4928.120272	14.714061	-0.038510	3.846174
203.392599	4917.144256	14.719066	-0.038466	3.842003
203.258845	4906.125486	14.724071	-0.038440	3.837822
203.109246	4895.093032	14.729075	-0.038410	3.833629
203.136558	4884.122495	14.734080	-0.038413	3.829474
202.898859	4873.057323	14.739085	-0.038367	3.825249
202.749700	4862.098266	14.744090	-0.038337	3.821070
202.512745	4851.077283	14.749095	-0.038291	3.816853
202.372218	4840.062982	14.754099	-0.038263	3.812645
202.259276	4829.061764	14.759104	-0.038240	3.808440
202.151462	4818.034463	14.764109	-0.038218	3.804221
202.103998	4807.034177	14.769114	-0.038208	3.800014
201.956804	4796.023641	14.774119	-0.038178	3.795787
201.794580	4785.011239	14.779123	-0.038146	3.791554
201.639820	4774.011492	14.784128	-0.038116	3.787321
201.420239	4763.009420	14.789133	-0.038073	3.783075
201.245747	4752.001514	14.794138	-0.038038	3.778827
201.028615	4740.950762	14.799143	-0.037996	3.774553
200.924945	4729.976746	14.804147	-0.037975	3.770317
200.909569	4718.931949	14.809152	-0.037970	3.766059
200.777630	4707.961396	14.814157	-0.037944	3.761811
200.592539	4696.913527	14.819162	-0.037907	3.757522
200.420414	4685.965710	14.824167	-0.037874	3.753269
200.376778	4674.914329	14.829171	-0.037863	3.748985
200.265072	4663.923536	14.834176	-0.037841	3.744713
199.995119	4652.885454	14.839181	-0.037789	3.740398
199.798416	4641.894421	14.844186	-0.037750	3.736105
199.691782	4630.854430	14.849191	-0.037728	3.731799
199.605759	4619.876321	14.854195	-0.037711	3.727514
199.473733	4608.847225	14.859200	-0.037684	3.723200
199.308365	4597.871537	14.864205	-0.037651	3.718897
198.994378	4586.834091	14.869210	-0.037591	3.714547
198.814573	4575.840028	14.874215	-0.037556	3.710225
198.658176	4564.811180	14.879219	-0.037525	3.705887
198.543914	4553.818351	14.884224	-0.037502	3.701563
198.455541	4542.788445	14.889229	-0.037483	3.697222
198.339158	4531.804734	14.894234	-0.037460	3.692891
198.006955	4520.777875	14.899239	-0.037396	3.688512
197.895949	4509.768807	14.904243	-0.037373	3.684162
